Brand,Price,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp
Honda,44310,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,19.0,25.0,8.0,5.0,71.2,196.5,78.6,110.9,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BMW,44300,Sedan,Petrol,Automatic,255.0,2.0,295.0,4.0,all,25.0,34.0,5.0,4.0,57.0,185.7,71.9,112.2,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BMW,43990,Coupe,Petrol,Automatic,382.0,3.0,369.0,6.0,rear,23.0,32.0,4.0,2.0,55.3,179.4,72.4,107.9,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,43750,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0,4.0,2.0,54.9,184.4,72.8,112.2,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,42990,Sedan,Petrol,Automatic,235.0,2.0,258.0,4.0,rear,23.0,32.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,42990,Sedan,Petrol,Automatic,235.0,2.0,258.0,4.0,rear,23.0,32.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,42695,Sedan,Petrol,Automatic,237.0,2.0,258.0,4.0,rear,23.0,32.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,42390,Sedan,Petrol,CVT,271.0,2.4,258.0,4.0,all,19.0,25.0,5.0,4.0,57.8,183.8,71.9,105.2,5.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,42390,Sedan,Petrol,CVT,271.0,2.4,258.0,4.0,all,19.0,25.0,5.0,4.0,57.8,183.8,71.9,105.2,5.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BMW,42300,Sedan,Petrol,Automatic,255.0,2.0,295.0,4.0,rear,25.0,34.0,5.0,4.0,56.8,185.7,71.9,112.2,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,42300,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,42290,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,23.0,30.0,5.0,4.0,66.4,191.3,73.0,108.1,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,42120,Sedan,Petrol,Automatic,311.0,3.5,280.0,6.0,rear,20.0,28.0,5.0,4.0,56.5,185.4,72.4,110.2,5.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,42090,SUV,Petrol,Automatic,235.0,2.0,258.0,4.0,all,22.0,29.0,5.0,4.0,64.1,181.1,76.7,109.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,42000,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,23.0,19.0,5.0,4.0,65.3,185.8,72.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,41790,Sedan,Petrol,Automatic,235.0,2.0,258.0,4.0,rear,23.0,32.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Honda,41780,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,18.0,24.0,5.0,4.0,70.8,210.2,78.6,125.2,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,41750,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,19.0,28.0,4.0,2.0,54.5,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,41590,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,all,18.0,25.0,7.0,4.0,72.9,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,41550,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,41295,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,20.0,26.0,7.0,5.0,71.6,196.8,76.0,113.8,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,41070,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,all,18.0,25.0,5.0,4.0,72.9,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,40950,Sedan,Unknown,Automatic,203.0,2.5,184.0,6.0,all,17.0,22.0,5.0,4.0,56.9,195.9,73.4,113.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,40790,SUV,Petrol,Automatic,235.0,2.0,258.0,4.0,all,22.0,29.0,5.0,4.0,64.1,181.1,76.7,109.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,40500,Sedan,Unknown,Automatic,201.0,2.0,221.0,4.0,all,27.0,35.0,5.0,4.0,56.2,176.9,74.5,103.5,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Chevrolet,40500,Truck,Petrol,Automatic,401.0,6.6,464.0,8.0,rear,15.0,20.0,3.0,2.0,79.94,235.5,81.75,141.55,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,40500,Sedan,Petrol,Automatic,370.0,5.7,395.0,8.0,rear,16.0,25.0,5.0,4.0,57.8,198.4,75.0,120.0,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,40470,Truck,Petrol,Automatic,278.0,3.5,265.0,6.0,all,18.0,22.0,5.0,4.0,70.6,225.5,75.2,127.4,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,40300,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,40195,SUV,Petrol,Automatic,235.0,2.0,258.0,4.0,all,22.0,29.0,5.0,4.0,64.1,181.1,76.7,109.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,39950,SUV,Unknown,Automatic,227.0,2.5,310.0,6.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,39940,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,23.0,30.0,5.0,4.0,66.4,191.3,73.0,108.1,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,39745,Sedan,Petrol,Automatic,370.0,5.7,395.0,8.0,rear,16.0,25.0,5.0,4.0,57.8,198.4,75.0,120.0,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,39650,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,22.0,27.0,5.0,4.0,65.3,180.1,72.6,106.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,39590,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,rear,19.0,26.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Nissan,39000,Sedan,Petrol,CVT,300.0,3.5,261.0,6.0,front,20.0,30.0,5.0,4.0,56.5,192.8,73.2,109.3,5.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Honda,38800,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,18.0,24.0,5.0,4.0,70.8,210.2,78.6,125.2,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,38740,Sedan,Petrol,CVT,271.0,2.4,258.0,4.0,all,19.0,25.0,5.0,4.0,57.8,183.8,71.9,105.2,5.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,38590,Sedan,Petrol,Automatic,237.0,2.0,258.0,4.0,rear,23.0,34.0,5.0,4.0,56.0,187.2,71.4,109.3,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,38470,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,rear,19.0,26.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jeep,38300,SUV,Unknown,Automatic,285.0,3.6,260.0,6.0,all,17.0,22.0,5.0,4.0,75.0,218.0,73.8,137.3,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,38270,Sedan,Petrol,Automatic,300.0,3.6,264.0,6.0,all,18.0,27.0,5.0,4.0,58.5,198.4,75.0,120.0,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,38195,Sedan,Petrol,Automatic,235.0,2.0,258.0,4.0,rear,23.0,33.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,38070,SUV,Petrol,Automatic,293.0,3.6,260.0,6.0,all,18.0,25.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,38000,Truck,Petrol,CVT,389.0,3.5,479.0,4.0,all,17.0,22.0,5.0,4.0,78.0,233.6,80.2,145.7,5.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,37990,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,23.0,30.0,5.0,4.0,66.4,191.3,73.0,108.1,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,37695,Sedan,Petrol,CVT,260.0,2.4,277.0,4.0,all,24.0,32.0,5.0,4.0,59.1,190.6,72.4,108.3,5.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,37150,SUV,Unknown,Automatic,227.0,2.5,310.0,6.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,37090,SUV,Petrol,Automatic,293.0,3.6,260.0,6.0,all,18.0,25.0,5.0,4.0,70.1,201.2,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,37000,Truck,Petrol,CVT,389.0,3.5,479.0,4.0,all,17.0,22.0,5.0,4.0,78.0,233.6,80.2,145.7,5.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Honda,36830,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,front,20.0,27.0,8.0,5.0,70.6,196.5,78.6,111.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,36800,SUV,Petrol,Manual,375.0,5.7,410.0,8.0,rear,15.0,23.0,4.0,2.0,57.7,197.9,75.7,116.2,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KIA,36790,SUV,Petrol,Automatic,187.0,2.5,178.0,4.0,all,23.0,28.0,5.0,4.0,66.9,183.5,73.4,108.5,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BMW,36600,Sedan,Petrol,Automatic,228.0,2.0,258.0,4.0,front,24.0,34.0,5.0,4.0,55.9,178.5,70.9,105.1,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BMW,36600,SUV,Petrol,Automatic,228.0,2.0,258.0,4.0,front,24.0,32.0,5.0,4.0,60.1,172.2,71.8,105.1,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BMW,36600,Sedan,Petrol,Automatic,228.0,2.0,258.0,6.0,front,24.0,34.0,5.0,4.0,55.9,178.5,70.9,105.1,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,36590,SUV,Petrol,Automatic,250.0,2.0,280.0,6.0,all,21.0,26.0,5.0,4.0,71.4,172.7,74.3,105.1,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,36475,Van,Unknown,Automatic,162.0,2.0,144.0,6.0,front,24.0,28.0,6.0,4.0,71.6,190.0,72.2,120.6,5.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,36400,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,36400,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,36295,SUV,Petrol,Automatic,235.0,2.0,258.0,4.0,all,22.0,29.0,5.0,4.0,63.21,181.1,76.7,109.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KIA,36190,SUV,Petrol,Automatic,177.0,1.6,195.0,4.0,all,38.0,38.0,5.0,4.0,66.1,183.5,73.4,108.5,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mazda,35620,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,7.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,35570,SUV,Petrol,Automatic,293.0,3.6,260.0,6.0,rear,19.0,26.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
