Unnamed: 0,Price,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp
1238,37090.0,SUV,Petrol,Automatic,293.0,3.6,260.0,6.0,all,18.0,25.0,5.0,4.0,70.1,201.2,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1239,38070.0,SUV,Petrol,Automatic,293.0,3.6,260.0,6.0,all,18.0,25.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1240,34320.0,SUV,Petrol,Automatic,293.0,3.6,260.0,6.0,rear,19.0,26.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1243,35570.0,SUV,Petrol,Automatic,293.0,3.6,260.0,6.0,rear,19.0,26.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1244,35470.0,SUV,Petrol,Automatic,293.0,3.6,260.0,6.0,rear,19.0,26.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1248,69800.0,SUV,Petrol,Automatic,475.0,6.4,470.0,6.0,all,13.0,19.0,6.0,4.0,70.5,200.1,75.7,119.8,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1258,62990.0,SUV,Petrol,Automatic,475.0,6.4,470.0,6.0,all,13.0,19.0,6.0,4.0,70.5,200.1,75.7,119.8,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1263,32000.0,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1264,41550.0,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1265,42000.0,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,23.0,19.0,5.0,4.0,65.3,185.8,72.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1266,33000.0,SUV,Petrol,Automatic,187.0,2.5,186.0,6.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1267,30190.0,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1269,31100.0,SUV,Petrol,Automatic,186.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1270,26700.0,SUV,Petrol,Automatic,186.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1271,28500.0,SUV,Petrol,Automatic,186.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1272,29950.0,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,65.3,180.1,72.6,106.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1273,34700.0,SUV,Unknown,Automatic,227.0,2.5,310.0,6.0,all,25.0,22.0,5.0,4.0,61.7,173.0,70.7,104.4,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1274,28020.0,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1275,36400.0,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1276,39950.0,SUV,Unknown,Automatic,227.0,2.5,310.0,6.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1277,42300.0,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1278,40300.0,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1279,37150.0,SUV,Unknown,Automatic,227.0,2.5,310.0,6.0,all,23.0,29.0,5.0,4.0,63.9,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1281,32690.0,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1282,35620.0,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,7.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1283,36400.0,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1284,39650.0,SUV,Petrol,Automatic,227.0,2.5,310.0,4.0,all,22.0,27.0,5.0,4.0,65.3,180.1,72.6,106.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1285,35150.0,SUV,Petrol,Automatic,187.0,2.5,186.0,4.0,all,24.0,30.0,5.0,4.0,63.5,185.8,75.6,110.8,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
